"","X","X1.75","X0.75","X0.75","X0.5","X0.75","X1.75","X0.75","X1","X1.5","X0.75","X1","X1.5","X1.25","X0.75","X1","X1.25","X1"
"1","wavelength","MAN-F21","MAN-F22","MAN-R22","MAN-R23","MAN-R25","MAN-F0","MAN-F03","MAN-F08","MAN-F14","MAN-R12","MAN-R13","MAN-R15","OUT-R07","OUT-R08","OUT-R09","MAN-R06","MAN-R07"
"2","412","0.0146596028027308","0.0143934328440173","0.0148421969239138","0.0152765844745309","0.0168943927619493","0.0153466066492069","0.0146980026592642","0.0116889378610794","0.0140225156852103","0.0636909952802217","0.0246842087393126","0.0138706833728898","0.0241782987448839","0.0236942716921657","0.0300355878620243","0.0163448831296916","0.0133302339701726"
"3","440","0.0112346107286096","0.012184782833778","0.0118157125658488","0.0122129343781637","0.0137008139082266","0.0127284850151361","0.0125129932249923","0.00973304199447356","0.0110840492796618","0.0494166164320588","0.0175107836111216","0.0108465520014421","0.0200186254434293","0.0204593149218024","0.0210623842234817","0.0128099796645068","0.011153242618855"
"4","488","0.0123532805442195","0.0136295358219236","0.0128270558020767","0.0128878280702081","0.0150375661465526","0.0133516655389814","0.0122810035104432","0.0103591769148621","0.0124627660228269","0.0504147480121483","0.0189949002924936","0.0125021523705977","0.0196171109927208","0.0226619118142949","0.0205402042482147","0.0137669363579292","0.0123860717685243"
"5","510","0.0121251507330653","0.0140024758687347","0.0119037668321845","0.0129836702624304","0.0159287212826506","0.0140242823218561","0.0130736242882331","0.0109404774174053","0.0121440474943929","0.0554737612295081","0.0210183273538793","0.0136190628975445","0.0209413980681421","0.021666384781225","0.0216703784654665","0.0131977900424776","0.0113316391714772"
"6","532","0.0106207634926848","0.0123467415980315","0.0105277839993992","0.0115614864867436","0.013937830043471","0.01236838926694","0.0113559662300807","0.00948003064074523","0.0107270858695998","0.0485393649086087","0.0184708326639887","0.0107740646918226","0.0187532855574865","0.0197137217058033","0.0200377995938791","0.0107991860694395","0.0100920081084566"
"7","595","0.0113807567421375","0.0137869093208831","0.0110618750693168","0.0124827052129826","0.0150422699714934","0.0135592594969199","0.012094875623871","0.00997983109442672","0.0125168651912185","0.0527692822942299","0.0218490153739543","0.0152454184059849","0.0187859415071343","0.0199259151851449","0.0214904356254279","0.0122452233189037","0.0102825251963541"
"8","650","0.00890355083302959","0.0103752806390315","0.00866905224450188","0.00953019411914353","0.0114726990528162","0.00961413214002079","0.00910094579778863","0.00783395596680808","0.00879612434980095","0.0402486480226032","0.0149481724731611","0.00990087504955741","0.0147262729018238","0.0162557076063299","0.0155493263945867","0.00885048683074688","0.00801640131417249"
"9","676","0.00956924361873552","0.0111578467584797","0.00988883469024503","0.00991980682804455","0.0118527960069227","0.00989646623159695","0.00940032021293922","0.00814004051693932","0.00927428323027254","0.0406457379163884","0.0146563215709045","0.00985057003340205","0.0151710285944723","0.0159130840784024","0.0158441908697784","0.00943789507684219","0.00810228260654004"
"10","715","0.00909620068165067","0.0101748105808295","0.00922122610970872","0.00969749133633512","0.0113644204189592","0.00995877534388279","0.00909983892422723","0.0079296204809977","0.00929898161731473","0.0414182348974129","0.0149810841384826","0.0102030105633866","0.0146184834892003","0.0155889017514586","0.0147938836513208","0.00914973424667939","0.00797394498229935"
